235, [s0.0_00000, s0.0_10000, s0.0_01000, s0.0_00100, s0.0_00010, s0.0_00001, s0.0_11000, s0.0_10100, s0.0_10010, s0.0_10001, s0.0_01100, s0.0_01010, s0.0_01001, s0.0_00110, s0.0_00101, s0.0_00011, s0.0_11100, s0.0_11010, s0.0_11001, s0.0_10110, s0.0_10101, s0.0_10011, s0.0_01110, s0.0_01101, s0.0_01011, s0.0_00111, s0.1_00000, s0.1_10000, s0.1_01000, s0.1_00100, s0.1_00010, s0.1_00001, s0.1_11000, s0.1_10100, s0.1_10010, s0.1_10001, s0.1_01100, s0.1_01010, s0.1_01001, s0.1_00110, s0.1_00101, s0.1_00011, s0.1_11100, s0.1_11010, s0.1_11001, s0.1_10110, s0.1_10101, s0.1_10011, s0.1_01110, s0.1_01101, s0.1_01011, s0.1_00111, s0.2_00000, s0.2_10000, s0.2_01000, s0.2_00100, s0.2_00010, s0.2_00001, s0.2_11000, s0.2_10100, s0.2_10010, s0.2_10001, s0.2_01100, s0.2_01010, s0.2_01001, s0.2_00110, s0.2_00101, s0.2_00011, s0.2_11100, s0.2_11010, s0.2_11001, s0.2_10110, s0.2_10101, s0.2_10011, s0.2_01110, s0.2_01101, s0.2_01011, s0.2_00111, s1.0_00000, s1.0_10000, s1.0_01000, s1.0_00100, s1.0_00010, s1.0_00001, s1.0_11000, s1.0_10100, s1.0_10010, s1.0_10001, s1.0_01100, s1.0_01010, s1.0_01001, s1.0_00110, s1.0_00101, s1.0_00011, s1.0_11100, s1.0_11010, s1.0_11001, s1.0_10110, s1.0_10101, s1.0_10011, s1.0_01110, s1.0_01101, s1.0_01011, s1.0_00111, s1.1_00000, s1.1_10000, s1.1_01000, s1.1_00100, s1.1_00010, s1.1_00001, s1.1_11000, s1.1_10100, s1.1_10010, s1.1_10001, s1.1_01100, s1.1_01010, s1.1_01001, s1.1_00110, s1.1_00101, s1.1_00011, s1.1_11100, s1.1_11010, s1.1_11001, s1.1_10110, s1.1_10101, s1.1_10011, s1.1_01110, s1.1_01101, s1.1_01011, s1.1_00111, s1.2_00000, s1.2_10000, s1.2_01000, s1.2_00100, s1.2_00010, s1.2_00001, s1.2_11000, s1.2_10100, s1.2_10010, s1.2_10001, s1.2_01100, s1.2_01010, s1.2_01001, s1.2_00110, s1.2_00101, s1.2_00011, s1.2_11100, s1.2_11010, s1.2_11001, s1.2_10110, s1.2_10101, s1.2_10011, s1.2_01110, s1.2_01101, s1.2_01011, s1.2_00111, s2.0_00000, s2.0_10000, s2.0_01000, s2.0_00100, s2.0_00010, s2.0_00001, s2.0_11000, s2.0_10100, s2.0_10010, s2.0_10001, s2.0_01100, s2.0_01010, s2.0_01001, s2.0_00110, s2.0_00101, s2.0_00011, s2.0_11100, s2.0_11010, s2.0_11001, s2.0_10110, s2.0_10101, s2.0_10011, s2.0_01110, s2.0_01101, s2.0_01011, s2.0_00111, s2.1_00000, s2.1_10000, s2.1_01000, s2.1_00100, s2.1_00010, s2.1_00001, s2.1_11000, s2.1_10100, s2.1_10010, s2.1_10001, s2.1_01100, s2.1_01010, s2.1_01001, s2.1_00110, s2.1_00101, s2.1_00011, s2.1_11100, s2.1_11010, s2.1_11001, s2.1_10110, s2.1_10101, s2.1_10011, s2.1_01110, s2.1_01101, s2.1_01011, s2.1_00111, s2.2_00000, s2.2_10000, s2.2_01000, s2.2_00100, s2.2_00010, s2.2_00001, s2.2_11000, s2.2_10100, s2.2_10010, s2.2_10001, s2.2_01100, s2.2_01010, s2.2_01001, s2.2_00110, s2.2_00101, s2.2_00011, s2.2_11100, s2.2_11010, s2.2_11001, s2.2_10110, s2.2_10101, s2.2_10011, s2.2_01110, s2.2_01101, s2.2_01011, s2.2_00111, exit]
1, [e1]
10, [North, South, East, West, Sample, Check0, Check1, Check2, Check3, Check4]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
190,7,190 -> 1
191,7,191 -> 1
192,7,192 -> 1
193,7,193 -> 1
194,7,194 -> 1
195,7,195 -> 1
196,7,196 -> 1
197,7,197 -> 1
198,7,198 -> 1
199,7,199 -> 1
200,7,200 -> 1
201,7,201 -> 1
202,7,202 -> 1
203,7,203 -> 1
204,7,204 -> 1
205,7,205 -> 1
206,7,206 -> 1
207,7,207 -> 1
182,8,182 -> 1
183,8,183 -> 1
184,8,184 -> 1
185,8,185 -> 1
186,8,186 -> 1
187,8,187 -> 1
188,8,188 -> 1
189,8,189 -> 1
190,8,190 -> 1
191,8,191 -> 1
192,8,192 -> 1
193,8,193 -> 1
194,8,194 -> 1
195,8,195 -> 1
196,8,196 -> 1
197,8,197 -> 1
198,8,198 -> 1
199,8,199 -> 1
200,8,200 -> 1
201,8,201 -> 1
202,8,202 -> 1
203,8,203 -> 1
204,8,204 -> 1
205,8,205 -> 1
206,8,206 -> 1
207,8,207 -> 1
182,9,182 -> 1
183,9,183 -> 1
184,9,184 -> 1
185,9,185 -> 1
186,9,186 -> 1
187,9,187 -> 1
188,9,188 -> 1
189,9,189 -> 1
190,9,190 -> 1
191,9,191 -> 1
192,9,192 -> 1
193,9,193 -> 1
194,9,194 -> 1
195,9,195 -> 1
196,9,196 -> 1
197,9,197 -> 1
198,9,198 -> 1
199,9,199 -> 1
200,9,200 -> 1
201,9,201 -> 1
202,9,202 -> 1
203,9,203 -> 1
204,9,204 -> 1
205,9,205 -> 1
206,9,206 -> 1
207,9,207 -> 1
208,0,208 -> 1
208,1,130 -> 1
208,2,234 -> 1
208,3,182 -> 1
209,0,209 -> 1
209,1,131 -> 1
209,2,234 -> 1
209,3,183 -> 1
210,0,210 -> 1
210,1,132 -> 1
210,2,234 -> 1
210,3,184 -> 1
211,0,211 -> 1
211,1,133 -> 1
211,2,234 -> 1
211,3,185 -> 1
212,0,212 -> 1
212,1,134 -> 1
212,2,234 -> 1
212,3,186 -> 1
213,0,213 -> 1
213,1,135 -> 1
213,2,234 -> 1
213,3,187 -> 1
214,0,214 -> 1
214,1,136 -> 1
214,2,234 -> 1
214,3,188 -> 1
215,0,215 -> 1
215,1,137 -> 1
215,2,234 -> 1
215,3,189 -> 1
216,0,216 -> 1
216,1,138 -> 1
216,2,234 -> 1
216,3,190 -> 1
217,0,217 -> 1
217,1,139 -> 1
217,2,234 -> 1
217,3,191 -> 1
218,0,218 -> 1
218,1,140 -> 1
218,2,234 -> 1
218,3,192 -> 1
219,0,219 -> 1
219,1,141 -> 1
219,2,234 -> 1
219,3,193 -> 1
220,0,220 -> 1
220,1,142 -> 1
220,2,234 -> 1
220,3,194 -> 1
221,0,221 -> 1
221,1,143 -> 1
221,2,234 -> 1
221,3,195 -> 1
222,0,222 -> 1
222,1,144 -> 1
222,2,234 -> 1
222,3,196 -> 1
223,0,223 -> 1
223,1,145 -> 1
223,2,234 -> 1
223,3,197 -> 1
224,0,224 -> 1
224,1,146 -> 1
224,2,234 -> 1
224,3,198 -> 1
225,0,225 -> 1
225,1,147 -> 1
225,2,234 -> 1
225,3,199 -> 1
226,0,226 -> 1
226,1,148 -> 1
226,2,234 -> 1
226,3,200 -> 1
227,0,227 -> 1
227,1,149 -> 1
227,2,234 -> 1
227,3,201 -> 1
228,0,228 -> 1
228,1,150 -> 1
228,2,234 -> 1
228,3,202 -> 1
229,0,229 -> 1
229,1,151 -> 1
229,2,234 -> 1
229,3,203 -> 1
230,0,230 -> 1
230,1,152 -> 1
230,2,234 -> 1
230,3,204 -> 1
231,0,231 -> 1
231,1,153 -> 1
231,2,234 -> 1
231,3,205 -> 1
232,0,232 -> 1
232,1,154 -> 1
232,2,234 -> 1
232,3,206 -> 1
233,0,233 -> 1
233,1,155 -> 1
233,2,234 -> 1
233,3,207 -> 1
208,4,208 -> 1
209,4,209 -> 1
210,4,210 -> 1
211,4,211 -> 1
212,4,212 -> 1
213,4,213 -> 1
214,4,214 -> 1
215,4,215 -> 1
216,4,216 -> 1
217,4,217 -> 1
218,4,218 -> 1
219,4,219 -> 1
220,4,220 -> 1
221,4,221 -> 1
222,4,222 -> 1
223,4,223 -> 1
224,4,224 -> 1
225,4,225 -> 1
226,4,226 -> 1
227,4,227 -> 1
228,4,228 -> 1
229,4,229 -> 1
230,4,230 -> 1
231,4,231 -> 1
232,4,232 -> 1
233,4,233 -> 1
208,5,208 -> 1
209,5,209 -> 1
210,5,210 -> 1
211,5,211 -> 1
212,5,212 -> 1
213,5,213 -> 1
214,5,214 -> 1
215,5,215 -> 1
216,5,216 -> 1
217,5,217 -> 1
218,5,218 -> 1
219,5,219 -> 1
220,5,220 -> 1
221,5,221 -> 1
222,5,222 -> 1
223,5,223 -> 1
224,5,224 -> 1
225,5,225 -> 1
226,5,226 -> 1
227,5,227 -> 1
228,5,228 -> 1
229,5,229 -> 1
230,5,230 -> 1
231,5,231 -> 1
232,5,232 -> 1
233,5,233 -> 1
208,6,208 -> 1
209,6,209 -> 1
210,6,210 -> 1
211,6,211 -> 1
212,6,212 -> 1
213,6,213 -> 1
214,6,214 -> 1
215,6,215 -> 1
216,6,216 -> 1
217,6,217 -> 1
218,6,218 -> 1
219,6,219 -> 1
220,6,220 -> 1
221,6,221 -> 1
222,6,222 -> 1
223,6,223 -> 1
224,6,224 -> 1
225,6,225 -> 1
226,6,226 -> 1
227,6,227 -> 1
228,6,228 -> 1
229,6,229 -> 1
230,6,230 -> 1
231,6,231 -> 1
232,6,232 -> 1
233,6,233 -> 1
208,7,208 -> 1
209,7,209 -> 1
210,7,210 -> 1
211,7,211 -> 1
212,7,212 -> 1
213,7,213 -> 1
214,7,214 -> 1
215,7,215 -> 1
216,7,216 -> 1
217,7,217 -> 1
218,7,218 -> 1
219,7,219 -> 1
220,7,220 -> 1
221,7,221 -> 1
222,7,222 -> 1
223,7,223 -> 1
224,7,224 -> 1
225,7,225 -> 1
226,7,226 -> 1
227,7,227 -> 1
228,7,228 -> 1
229,7,229 -> 1
230,7,230 -> 1
231,7,231 -> 1
232,7,232 -> 1
233,7,233 -> 1
208,8,208 -> 1
209,8,209 -> 1
210,8,210 -> 1
211,8,211 -> 1
212,8,212 -> 1
213,8,213 -> 1
214,8,214 -> 1
215,8,215 -> 1
216,8,216 -> 1
217,8,217 -> 1
218,8,218 -> 1
219,8,219 -> 1
220,8,220 -> 1
221,8,221 -> 1
222,8,222 -> 1
223,8,223 -> 1
224,8,224 -> 1
225,8,225 -> 1
226,8,226 -> 1
227,8,227 -> 1
228,8,228 -> 1
229,8,229 -> 1
230,8,230 -> 1
231,8,231 -> 1
232,8,232 -> 1
233,8,233 -> 1
208,9,208 -> 1
209,9,209 -> 1
210,9,210 -> 1
211,9,211 -> 1
212,9,212 -> 1
213,9,213 -> 1
214,9,214 -> 1
215,9,215 -> 1
216,9,216 -> 1
217,9,217 -> 1
218,9,218 -> 1
219,9,219 -> 1
220,9,220 -> 1
221,9,221 -> 1
222,9,222 -> 1
223,9,223 -> 1
224,9,224 -> 1
225,9,225 -> 1
226,9,226 -> 1
227,9,227 -> 1
228,9,228 -> 1
229,9,229 -> 1
230,9,230 -> 1
231,9,231 -> 1
232,9,232 -> 1
233,9,233 -> 1
234,_,234 -> 1

# Observation function (a,s,o -> p)
0,0,2 -> 1
0,1,2 -> 1
0,2,2 -> 1
0,3,2 -> 1
0,4,2 -> 1
0,5,2 -> 1
0,6,2 -> 1
0,7,2 -> 1
0,8,2 -> 1
0,9,2 -> 1
0,10,2 -> 1
0,11,2 -> 1
0,12,2 -> 1
0,13,2 -> 1
0,14,2 -> 1
0,15,2 -> 1
0,16,2 -> 1
0,17,2 -> 1
0,18,2 -> 1
0,19,2 -> 1
0,20,2 -> 1
0,21,2 -> 1
0,22,2 -> 1
0,23,2 -> 1
0,24,2 -> 1
0,25,2 -> 1
0,26,2 -> 1
0,27,2 -> 1
0,28,2 -> 1
0,29,2 -> 1
0,30,2 -> 1
0,31,2 -> 1
0,32,2 -> 1
0,33,2 -> 1
0,34,2 -> 1
0,35,2 -> 1
0,36,2 -> 1
0,37,2 -> 1
0,38,2 -> 1
0,39,2 -> 1
0,40,2 -> 1
0,41,2 -> 1
0,42,2 -> 1
0,43,2 -> 1
0,44,2 -> 1
0,45,2 -> 1
0,46,2 -> 1
0,47,2 -> 1
0,48,2 -> 1
0,49,2 -> 1
0,50,2 -> 1
0,51,2 -> 1
0,52,2 -> 1
0,53,2 -> 1
0,54,2 -> 1
0,55,2 -> 1
0,56,2 -> 1
0,57,2 -> 1
0,58,2 -> 1
0,59,2 -> 1
0,60,2 -> 1
0,61,2 -> 1
0,62,2 -> 1
0,63,2 -> 1
0,64,2 -> 1
0,65,2 -> 1
0,66,2 -> 1
0,67,2 -> 1
0,68,2 -> 1
0,69,2 -> 1
0,70,2 -> 1
0,71,2 -> 1
0,72,2 -> 1
0,73,2 -> 1
0,74,2 -> 1
0,75,2 -> 1
0,76,2 -> 1
0,77,2 -> 1
0,78,2 -> 1
0,79,2 -> 1
0,80,2 -> 1
0,81,2 -> 1
0,82,2 -> 1
0,83,2 -> 1
0,84,2 -> 1
0,85,2 -> 1
0,86,2 -> 1
0,87,2 -> 1
0,88,2 -> 1
0,89,2 -> 1
0,90,2 -> 1
0,91,2 -> 1
0,92,2 -> 1
0,93,2 -> 1
0,94,2 -> 1
0,95,2 -> 1
0,96,2 -> 1
0,97,2 -> 1
0,98,2 -> 1
0,99,2 -> 1
0,100,2 -> 1
0,101,2 -> 1
0,102,2 -> 1
0,103,2 -> 1
0,104,2 -> 1
0,105,2 -> 1
0,106,2 -> 1
0,107,2 -> 1
0,108,2 -> 1
0,109,2 -> 1
0,110,2 -> 1
0,111,2 -> 1
0,112,2 -> 1
0,113,2 -> 1
0,114,2 -> 1
0,115,2 -> 1
0,116,2 -> 1
0,117,2 -> 1
0,118,2 -> 1
0,119,2 -> 1
0,120,2 -> 1
0,121,2 -> 1
0,122,2 -> 1
0,123,2 -> 1
0,124,2 -> 1
0,125,2 -> 1
0,126,2 -> 1
0,127,2 -> 1
0,128,2 -> 1
0,129,2 -> 1
0,130,2 -> 1
0,131,2 -> 1
0,132,2 -> 1
0,133,2 -> 1
0,134,2 -> 1
0,135,2 -> 1
0,136,2 -> 1
0,137,2 -> 1
0,138,2 -> 1
0,139,2 -> 1
0,140,2 -> 1
0,141,2 -> 1
0,142,2 -> 1
0,143,2 -> 1
0,144,2 -> 1
0,145,2 -> 1
0,146,2 -> 1
0,147,2 -> 1
0,148,2 -> 1
0,149,2 -> 1
0,150,2 -> 1
0,151,2 -> 1
0,152,2 -> 1
0,153,2 -> 1
0,154,2 -> 1
0,155,2 -> 1
0,156,2 -> 1
0,157,2 -> 1
0,158,2 -> 1
0,159,2 -> 1
0,160,2 -> 1
0,161,2 -> 1
0,162,2 -> 1
0,163,2 -> 1
0,164,2 -> 1
0,165,2 -> 1
0,166,2 -> 1
0,167,2 -> 1
0,168,2 -> 1
0,169,2 -> 1
0,170,2 -> 1
0,171,2 -> 1
0,172,2 -> 1
0,173,2 -> 1
0,174,2 -> 1
0,175,2 -> 1
0,176,2 -> 1
0,177,2 -> 1
0,178,2 -> 1
0,179,2 -> 1
0,180,2 -> 1
0,181,2 -> 1
0,182,2 -> 1
0,183,2 -> 1
0,184,2 -> 1
0,185,2 -> 1
0,186,2 -> 1
0,187,2 -> 1
0,188,2 -> 1
0,189,2 -> 1
0,190,2 -> 1
0,191,2 -> 1
0,192,2 -> 1
0,193,2 -> 1
0,194,2 -> 1
0,195,2 -> 1
0,196,2 -> 1
0,197,2 -> 1
0,198,2 -> 1
0,199,2 -> 1
0,200,2 -> 1
0,201,2 -> 1
0,202,2 -> 1
0,203,2 -> 1
0,204,2 -> 1
0,205,2 -> 1
0,206,2 -> 1
0,207,2 -> 1
0,208,2 -> 1
0,209,2 -> 1
0,210,2 -> 1
0,211,2 -> 1
0,212,2 -> 1
0,213,2 -> 1
0,214,2 -> 1
0,215,2 -> 1
0,216,2 -> 1
0,217,2 -> 1
0,218,2 -> 1
0,219,2 -> 1
0,220,2 -> 1
0,221,2 -> 1
0,222,2 -> 1
0,223,2 -> 1
0,224,2 -> 1
0,225,2 -> 1
0,226,2 -> 1
0,227,2 -> 1
0,228,2 -> 1
0,229,2 -> 1
0,230,2 -> 1
0,231,2 -> 1
0,232,2 -> 1
0,233,2 -> 1
1,0,2 -> 1
1,1,2 -> 1
1,2,2 -> 1
1,3,2 -> 1
1,4,2 -> 1
1,5,2 -> 1
1,6,2 -> 1
1,7,2 -> 1
1,8,2 -> 1
1,9,2 -> 1
1,10,2 -> 1
1,11,2 -> 1
1,12,2 -> 1
1,13,2 -> 1
1,14,2 -> 1
1,15,2 -> 1
1,16,2 -> 1
1,17,2 -> 1
1,18,2 -> 1
1,19,2 -> 1
1,20,2 -> 1
1,21,2 -> 1
1,22,2 -> 1
1,23,2 -> 1
1,24,2 -> 1
1,25,2 -> 1
1,26,2 -> 1
1,27,2 -> 1
1,28,2 -> 1
1,29,2 -> 1
1,30,2 -> 1
1,31,2 -> 1
1,32,2 -> 1
1,33,2 -> 1
1,34,2 -> 1
1,35,2 -> 1
1,36,2 -> 1
1,37,2 -> 1
1,38,2 -> 1
1,39,2 -> 1
1,40,2 -> 1
1,41,2 -> 1
1,42,2 -> 1
1,43,2 -> 1
1,44,2 -> 1
1,45,2 -> 1
1,46,2 -> 1
1,47,2 -> 1
1,48,2 -> 1
1,49,2 -> 1
1,50,2 -> 1
1,51,2 -> 1
1,52,2 -> 1
1,53,2 -> 1
1,54,2 -> 1
1,55,2 -> 1
1,56,2 -> 1
1,57,2 -> 1
1,58,2 -> 1
1,59,2 -> 1
1,60,2 -> 1
1,61,2 -> 1
1,62,2 -> 1
1,63,2 -> 1
1,64,2 -> 1
1,65,2 -> 1
1,66,2 -> 1
1,67,2 -> 1
1,68,2 -> 1
1,69,2 -> 1
1,70,2 -> 1
1,71,2 -> 1
1,72,2 -> 1
1,73,2 -> 1
1,74,2 -> 1
1,75,2 -> 1
1,76,2 -> 1
1,77,2 -> 1
1,78,2 -> 1
1,79,2 -> 1
1,80,2 -> 1
1,81,2 -> 1
1,82,2 -> 1
1,83,2 -> 1
1,84,2 -> 1
1,85,2 -> 1
1,86,2 -> 1
1,87,2 -> 1
1,88,2 -> 1
1,89,2 -> 1
1,90,2 -> 1
1,91,2 -> 1
1,92,2 -> 1
1,93,2 -> 1
1,94,2 -> 1
1,95,2 -> 1
1,96,2 -> 1
1,97,2 -> 1
1,98,2 -> 1
1,99,2 -> 1
1,100,2 -> 1
1,101,2 -> 1
1,102,2 -> 1
1,103,2 -> 1
1,104,2 -> 1
1,105,2 -> 1
1,106,2 -> 1
1,107,2 -> 1
1,108,2 -> 1
1,109,2 -> 1
1,110,2 -> 1
1,111,2 -> 1
1,112,2 -> 1
1,113,2 -> 1
1,114,2 -> 1
1,115,2 -> 1
1,116,2 -> 1
1,117,2 -> 1
1,118,2 -> 1
1,119,2 -> 1
1,120,2 -> 1
1,121,2 -> 1
1,122,2 -> 1
1,123,2 -> 1
1,124,2 -> 1
1,125,2 -> 1
1,126,2 -> 1
1,127,2 -> 1
1,128,2 -> 1
1,129,2 -> 1
1,130,2 -> 1
1,131,2 -> 1
1,132,2 -> 1
1,133,2 -> 1
1,134,2 -> 1
1,135,2 -> 1
1,136,2 -> 1
1,137,2 -> 1
1,138,2 -> 1
1,139,2 -> 1
1,140,2 -> 1
1,141,2 -> 1
1,142,2 -> 1
1,143,2 -> 1
1,144,2 -> 1
1,145,2 -> 1
1,146,2 -> 1
1,147,2 -> 1
1,148,2 -> 1
1,149,2 -> 1
1,150,2 -> 1
1,151,2 -> 1
1,152,2 -> 1
1,153,2 -> 1
1,154,2 -> 1
1,155,2 -> 1
1,156,2 -> 1
1,157,2 -> 1
1,158,2 -> 1
1,159,2 -> 1
1,160,2 -> 1
1,161,2 -> 1
1,162,2 -> 1
1,163,2 -> 1
1,164,2 -> 1
1,165,2 -> 1
1,166,2 -> 1
1,167,2 -> 1
1,168,2 -> 1
1,169,2 -> 1
1,170,2 -> 1
1,171,2 -> 1
1,172,2 -> 1
1,173,2 -> 1
1,174,2 -> 1
1,175,2 -> 1
1,176,2 -> 1
1,177,2 -> 1
1,178,2 -> 1
1,179,2 -> 1
1,180,2 -> 1
1,181,2 -> 1
1,182,2 -> 1
1,183,2 -> 1
1,184,2 -> 1
1,185,2 -> 1
1,186,2 -> 1
1,187,2 -> 1
1,188,2 -> 1
1,189,2 -> 1
1,190,2 -> 1
1,191,2 -> 1
1,192,2 -> 1
1,193,2 -> 1
1,194,2 -> 1
1,195,2 -> 1
1,196,2 -> 1
1,197,2 -> 1
1,198,2 -> 1
1,199,2 -> 1
1,200,2 -> 1
1,201,2 -> 1
1,202,2 -> 1
1,203,2 -> 1
1,204,2 -> 1
1,205,2 -> 1
1,206,2 -> 1
1,207,2 -> 1
1,208,2 -> 1
1,209,2 -> 1
1,210,2 -> 1
1,211,2 -> 1
1,212,2 -> 1
1,213,2 -> 1
1,214,2 -> 1
1,215,2 -> 1
1,216,2 -> 1
1,217,2 -> 1
1,218,2 -> 1
1,219,2 -> 1
1,220,2 -> 1
1,221,2 -> 1
1,222,2 -> 1
1,223,2 -> 1
1,224,2 -> 1
1,225,2 -> 1
1,226,2 -> 1
1,227,2 -> 1
1,228,2 -> 1
1,229,2 -> 1
1,230,2 -> 1
1,231,2 -> 1
1,232,2 -> 1
1,233,2 -> 1
2,0,2 -> 1
2,1,2 -> 1
2,2,2 -> 1
2,3,2 -> 1
2,4,2 -> 1
2,5,2 -> 1
2,6,2 -> 1
2,7,2 -> 1
2,8,2 -> 1
2,9,2 -> 1
2,10,2 -> 1
2,11,2 -> 1
2,12,2 -> 1
2,13,2 -> 1
2,14,2 -> 1
2,15,2 -> 1
2,16,2 -> 1
2,17,2 -> 1
2,18,2 -> 1
2,19,2 -> 1
2,20,2 -> 1
2,21,2 -> 1
2,22,2 -> 1
2,23,2 -> 1
2,24,2 -> 1
2,25,2 -> 1
2,26,2 -> 1
2,27,2 -> 1
2,28,2 -> 1
2,29,2 -> 1
2,30,2 -> 1
2,31,2 -> 1
2,32,2 -> 1
2,33,2 -> 1
2,34,2 -> 1
2,35,2 -> 1
2,36,2 -> 1
2,37,2 -> 1
2,38,2 -> 1
2,39,2 -> 1
2,40,2 -> 1
2,41,2 -> 1
2,42,2 -> 1
2,43,2 -> 1
2,44,2 -> 1
2,45,2 -> 1
2,46,2 -> 1
2,47,2 -> 1
2,48,2 -> 1
2,49,2 -> 1
2,50,2 -> 1
2,51,2 -> 1
2,52,2 -> 1
2,53,2 -> 1
2,54,2 -> 1
2,55,2 -> 1
2,56,2 -> 1
2,57,2 -> 1
2,58,2 -> 1
2,59,2 -> 1
2,60,2 -> 1
2,61,2 -> 1
2,62,2 -> 1
2,63,2 -> 1
2,64,2 -> 1
2,65,2 -> 1
2,66,2 -> 1
2,67,2 -> 1
2,68,2 -> 1
2,69,2 -> 1
2,70,2 -> 1
2,71,2 -> 1
2,72,2 -> 1
2,73,2 -> 1
2,74,2 -> 1
2,75,2 -> 1
2,76,2 -> 1
2,77,2 -> 1
2,78,2 -> 1
2,79,2 -> 1
2,80,2 -> 1
2,81,2 -> 1
2,82,2 -> 1
2,83,2 -> 1
2,84,2 -> 1
2,85,2 -> 1
2,86,2 -> 1
2,87,2 -> 1
2,88,2 -> 1
2,89,2 -> 1
2,90,2 -> 1
2,91,2 -> 1
2,92,2 -> 1
2,93,2 -> 1
2,94,2 -> 1
2,95,2 -> 1
2,96,2 -> 1
2,97,2 -> 1
2,98,2 -> 1
2,99,2 -> 1
2,100,2 -> 1
2,101,2 -> 1
2,102,2 -> 1
2,103,2 -> 1
2,104,2 -> 1
2,105,2 -> 1
2,106,2 -> 1
2,107,2 -> 1
2,108,2 -> 1
2,109,2 -> 1
2,110,2 -> 1
2,111,2 -> 1
2,112,2 -> 1
2,113,2 -> 1
2,114,2 -> 1
2,115,2 -> 1
2,116,2 -> 1
2,117,2 -> 1
2,118,2 -> 1
2,119,2 -> 1
2,120,2 -> 1
2,121,2 -> 1
2,122,2 -> 1
2,123,2 -> 1
2,124,2 -> 1
2,125,2 -> 1
2,126,2 -> 1
2,127,2 -> 1
2,128,2 -> 1
2,129,2 -> 1
2,130,2 -> 1
2,131,2 -> 1
2,132,2 -> 1
2,133,2 -> 1
2,134,2 -> 1
2,135,2 -> 1
2,136,2 -> 1
2,137,2 -> 1
2,138,2 -> 1
2,139,2 -> 1
2,140,2 -> 1
2,141,2 -> 1
2,142,2 -> 1
2,143,2 -> 1
2,144,2 -> 1
2,145,2 -> 1
2,146,2 -> 1
2,147,2 -> 1
2,148,2 -> 1
2,149,2 -> 1
2,150,2 -> 1
2,151,2 -> 1
2,152,2 -> 1
2,153,2 -> 1
2,154,2 -> 1
2,155,2 -> 1
2,156,2 -> 1
2,157,2 -> 1
2,158,2 -> 1
2,159,2 -> 1
2,160,2 -> 1
2,161,2 -> 1
2,162,2 -> 1
2,163,2 -> 1
2,164,2 -> 1
2,165,2 -> 1
2,166,2 -> 1
2,167,2 -> 1
2,168,2 -> 1
2,169,2 -> 1
2,170,2 -> 1
2,171,2 -> 1
2,172,2 -> 1
2,173,2 -> 1
2,174,2 -> 1
2,175,2 -> 1
2,176,2 -> 1
2,177,2 -> 1
2,178,2 -> 1
2,179,2 -> 1
2,180,2 -> 1
2,181,2 -> 1
2,182,2 -> 1
2,183,2 -> 1
2,184,2 -> 1
2,185,2 -> 1
2,186,2 -> 1
2,187,2 -> 1
2,188,2 -> 1
2,189,2 -> 1
2,190,2 -> 1
2,191,2 -> 1
2,192,2 -> 1
2,193,2 -> 1
2,194,2 -> 1
2,195,2 -> 1
2,196,2 -> 1
2,197,2 -> 1
2,198,2 -> 1
2,199,2 -> 1
2,200,2 -> 1
2,201,2 -> 1
2,202,2 -> 1
2,203,2 -> 1
2,204,2 -> 1
2,205,2 -> 1
2,206,2 -> 1
2,207,2 -> 1
2,208,2 -> 1
2,209,2 -> 1
2,210,2 -> 1
2,211,2 -> 1
2,212,2 -> 1
2,213,2 -> 1
2,214,2 -> 1
2,215,2 -> 1
2,216,2 -> 1
2,217,2 -> 1
2,218,2 -> 1
2,219,2 -> 1
2,220,2 -> 1
2,221,2 -> 1
2,222,2 -> 1
2,223,2 -> 1
2,224,2 -> 1
2,225,2 -> 1
2,226,2 -> 1
2,227,2 -> 1
2,228,2 -> 1
2,229,2 -> 1
2,230,2 -> 1
2,231,2 -> 1
2,232,2 -> 1
2,233,2 -> 1
3,0,2 -> 1
3,1,2 -> 1
3,2,2 -> 1
3,3,2 -> 1
3,4,2 -> 1
3,5,2 -> 1
3,6,2 -> 1
3,7,2 -> 1
3,8,2 -> 1
3,9,2 -> 1
3,10,2 -> 1
3,11,2 -> 1
3,12,2 -> 1
3,13,2 -> 1
3,14,2 -> 1
3,15,2 -> 1
3,16,2 -> 1
3,17,2 -> 1
3,18,2 -> 1
3,19,2 -> 1
3,20,2 -> 1
3,21,2 -> 1
3,22,2 -> 1
3,23,2 -> 1
3,24,2 -> 1
3,25,2 -> 1
3,26,2 -> 1
3,27,2 -> 1
3,28,2 -> 1
3,29,2 -> 1
3,30,2 -> 1
3,31,2 -> 1
3,32,2 -> 1
3,33,2 -> 1
3,34,2 -> 1
3,35,2 -> 1
3,36,2 -> 1
3,37,2 -> 1
3,38,2 -> 1
3,39,2 -> 1
3,40,2 -> 1
3,41,2 -> 1
3,42,2 -> 1
3,43,2 -> 1
3,44,2 -> 1
3,45,2 -> 1
3,46,2 -> 1
3,47,2 -> 1
3,48,2 -> 1
3,49,2 -> 1
3,50,2 -> 1
3,51,2 -> 1
3,52,2 -> 1
3,53,2 -> 1
3,54,2 -> 1
3,55,2 -> 1
3,56,2 -> 1
3,57,2 -> 1
3,58,2 -> 1
3,59,2 -> 1
