145, [s0.0_00000, s0.0_10000, s0.0_01000, s0.0_00100, s0.0_00010, s0.0_00001, s0.0_11000, s0.0_10100, s0.0_10010, s0.0_10001, s0.0_01100, s0.0_01010, s0.0_01001, s0.0_00110, s0.0_00101, s0.0_00011, s0.1_00000, s0.1_10000, s0.1_01000, s0.1_00100, s0.1_00010, s0.1_00001, s0.1_11000, s0.1_10100, s0.1_10010, s0.1_10001, s0.1_01100, s0.1_01010, s0.1_01001, s0.1_00110, s0.1_00101, s0.1_00011, s0.2_00000, s0.2_10000, s0.2_01000, s0.2_00100, s0.2_00010, s0.2_00001, s0.2_11000, s0.2_10100, s0.2_10010, s0.2_10001, s0.2_01100, s0.2_01010, s0.2_01001, s0.2_00110, s0.2_00101, s0.2_00011, s1.0_00000, s1.0_10000, s1.0_01000, s1.0_00100, s1.0_00010, s1.0_00001, s1.0_11000, s1.0_10100, s1.0_10010, s1.0_10001, s1.0_01100, s1.0_01010, s1.0_01001, s1.0_00110, s1.0_00101, s1.0_00011, s1.1_00000, s1.1_10000, s1.1_01000, s1.1_00100, s1.1_00010, s1.1_00001, s1.1_11000, s1.1_10100, s1.1_10010, s1.1_10001, s1.1_01100, s1.1_01010, s1.1_01001, s1.1_00110, s1.1_00101, s1.1_00011, s1.2_00000, s1.2_10000, s1.2_01000, s1.2_00100, s1.2_00010, s1.2_00001, s1.2_11000, s1.2_10100, s1.2_10010, s1.2_10001, s1.2_01100, s1.2_01010, s1.2_01001, s1.2_00110, s1.2_00101, s1.2_00011, s2.0_00000, s2.0_10000, s2.0_01000, s2.0_00100, s2.0_00010, s2.0_00001, s2.0_11000, s2.0_10100, s2.0_10010, s2.0_10001, s2.0_01100, s2.0_01010, s2.0_01001, s2.0_00110, s2.0_00101, s2.0_00011, s2.1_00000, s2.1_10000, s2.1_01000, s2.1_00100, s2.1_00010, s2.1_00001, s2.1_11000, s2.1_10100, s2.1_10010, s2.1_10001, s2.1_01100, s2.1_01010, s2.1_01001, s2.1_00110, s2.1_00101, s2.1_00011, s2.2_00000, s2.2_10000, s2.2_01000, s2.2_00100, s2.2_00010, s2.2_00001, s2.2_11000, s2.2_10100, s2.2_10010, s2.2_10001, s2.2_01100, s2.2_01010, s2.2_01001, s2.2_00110, s2.2_00101, s2.2_00011, exit]
1, [e1]
10, [North, South, East, West, Sample, Check0, Check1, Check2, Check3, Check4]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
5,18,1 -> 0.312393
5,19,0 -> 0.687607
5,19,1 -> 0.312393
5,20,0 -> 0.687607
5,20,1 -> 0.312393
5,21,0 -> 0.687607
5,21,1 -> 0.312393
5,22,1 -> 0.687607
5,22,0 -> 0.312393
5,23,1 -> 0.687607
5,23,0 -> 0.312393
5,24,1 -> 0.687607
5,24,0 -> 0.312393
5,25,1 -> 0.687607
5,25,0 -> 0.312393
5,26,0 -> 0.687607
5,26,1 -> 0.312393
5,27,0 -> 0.687607
5,27,1 -> 0.312393
5,28,0 -> 0.687607
5,28,1 -> 0.312393
5,29,0 -> 0.687607
5,29,1 -> 0.312393
5,30,0 -> 0.687607
5,30,1 -> 0.312393
5,31,0 -> 0.687607
5,31,1 -> 0.312393
5,32,0 -> 0.606132
5,32,1 -> 0.393868
5,33,1 -> 0.606132
5,33,0 -> 0.393868
5,34,0 -> 0.606132
5,34,1 -> 0.393868
5,35,0 -> 0.606132
5,35,1 -> 0.393868
5,36,0 -> 0.606132
5,36,1 -> 0.393868
5,37,0 -> 0.606132
5,37,1 -> 0.393868
5,38,1 -> 0.606132
5,38,0 -> 0.393868
5,39,1 -> 0.606132
5,39,0 -> 0.393868
5,40,1 -> 0.606132
5,40,0 -> 0.393868
5,41,1 -> 0.606132
5,41,0 -> 0.393868
5,42,0 -> 0.606132
5,42,1 -> 0.393868
5,43,0 -> 0.606132
5,43,1 -> 0.393868
5,44,0 -> 0.606132
5,44,1 -> 0.393868
5,45,0 -> 0.606132
5,45,1 -> 0.393868
5,46,0 -> 0.606132
5,46,1 -> 0.393868
5,47,0 -> 0.606132
5,47,1 -> 0.393868
5,48,0 -> 1.0
5,48,1 -> 0.0
5,49,1 -> 1.0
5,49,0 -> 0.0
5,50,0 -> 1.0
5,50,1 -> 0.0
5,51,0 -> 1.0
5,51,1 -> 0.0
5,52,0 -> 1.0
5,52,1 -> 0.0
5,53,0 -> 1.0
5,53,1 -> 0.0
5,54,1 -> 1.0
5,54,0 -> 0.0
5,55,1 -> 1.0
5,55,0 -> 0.0
5,56,1 -> 1.0
5,56,0 -> 0.0
5,57,1 -> 1.0
5,57,0 -> 0.0
5,58,0 -> 1.0
5,58,1 -> 0.0
5,59,0 -> 1.0
5,59,1 -> 0.0
5,60,0 -> 1.0
5,60,1 -> 0.0
5,61,0 -> 1.0
5,61,1 -> 0.0
5,62,0 -> 1.0
5,62,1 -> 0.0
5,63,0 -> 1.0
5,63,1 -> 0.0
5,64,0 -> 0.75
5,64,1 -> 0.25
5,65,1 -> 0.75
5,65,0 -> 0.25
5,66,0 -> 0.75
5,66,1 -> 0.25
5,67,0 -> 0.75
5,67,1 -> 0.25
5,68,0 -> 0.75
5,68,1 -> 0.25
5,69,0 -> 0.75
5,69,1 -> 0.25
5,70,1 -> 0.75
5,70,0 -> 0.25
5,71,1 -> 0.75
5,71,0 -> 0.25
5,72,1 -> 0.75
5,72,0 -> 0.25
5,73,1 -> 0.75
5,73,0 -> 0.25
5,74,0 -> 0.75
5,74,1 -> 0.25
5,75,0 -> 0.75
5,75,1 -> 0.25
5,76,0 -> 0.75
5,76,1 -> 0.25
5,77,0 -> 0.75
5,77,1 -> 0.25
5,78,0 -> 0.75
5,78,1 -> 0.25
5,79,0 -> 0.75
5,79,1 -> 0.25
5,80,0 -> 0.625
5,80,1 -> 0.375
5,81,1 -> 0.625
5,81,0 -> 0.375
5,82,0 -> 0.625
5,82,1 -> 0.375
5,83,0 -> 0.625
5,83,1 -> 0.375
5,84,0 -> 0.625
5,84,1 -> 0.375
5,85,0 -> 0.625
5,85,1 -> 0.375
5,86,1 -> 0.625
5,86,0 -> 0.375
5,87,1 -> 0.625
5,87,0 -> 0.375
5,88,1 -> 0.625
5,88,0 -> 0.375
5,89,1 -> 0.625
5,89,0 -> 0.375
5,90,0 -> 0.625
5,90,1 -> 0.375
5,91,0 -> 0.625
5,91,1 -> 0.375
5,92,0 -> 0.625
5,92,1 -> 0.375
5,93,0 -> 0.625
5,93,1 -> 0.375
5,94,0 -> 0.625
5,94,1 -> 0.375
5,95,0 -> 0.625
5,95,1 -> 0.375
5,96,0 -> 0.75
5,96,1 -> 0.25
5,97,1 -> 0.75
5,97,0 -> 0.25
5,98,0 -> 0.75
5,98,1 -> 0.25
5,99,0 -> 0.75
5,99,1 -> 0.25
5,100,0 -> 0.75
5,100,1 -> 0.25
5,101,0 -> 0.75
5,101,1 -> 0.25
5,102,1 -> 0.75
5,102,0 -> 0.25
5,103,1 -> 0.75
5,103,0 -> 0.25
5,104,1 -> 0.75
5,104,0 -> 0.25
5,105,1 -> 0.75
5,105,0 -> 0.25
5,106,0 -> 0.75
5,106,1 -> 0.25
5,107,0 -> 0.75
5,107,1 -> 0.25
5,108,0 -> 0.75
5,108,1 -> 0.25
5,109,0 -> 0.75
5,109,1 -> 0.25
5,110,0 -> 0.75
5,110,1 -> 0.25
5,111,0 -> 0.75
5,111,1 -> 0.25
5,112,0 -> 0.687607
5,112,1 -> 0.312393
5,113,1 -> 0.687607
5,113,0 -> 0.312393
5,114,0 -> 0.687607
5,114,1 -> 0.312393
5,115,0 -> 0.687607
5,115,1 -> 0.312393
5,116,0 -> 0.687607
5,116,1 -> 0.312393
5,117,0 -> 0.687607
5,117,1 -> 0.312393
5,118,1 -> 0.687607
5,118,0 -> 0.312393
5,119,1 -> 0.687607
5,119,0 -> 0.312393
5,120,1 -> 0.687607
5,120,0 -> 0.312393
5,121,1 -> 0.687607
5,121,0 -> 0.312393
5,122,0 -> 0.687607
5,122,1 -> 0.312393
5,123,0 -> 0.687607
5,123,1 -> 0.312393
5,124,0 -> 0.687607
5,124,1 -> 0.312393
5,125,0 -> 0.687607
5,125,1 -> 0.312393
5,126,0 -> 0.687607
5,126,1 -> 0.312393
5,127,0 -> 0.687607
5,127,1 -> 0.312393
5,128,0 -> 0.606132
5,128,1 -> 0.393868
5,129,1 -> 0.606132
5,129,0 -> 0.393868
5,130,0 -> 0.606132
5,130,1 -> 0.393868
5,131,0 -> 0.606132
5,131,1 -> 0.393868
5,132,0 -> 0.606132
5,132,1 -> 0.393868
5,133,0 -> 0.606132
5,133,1 -> 0.393868
5,134,1 -> 0.606132
5,134,0 -> 0.393868
5,135,1 -> 0.606132
5,135,0 -> 0.393868
5,136,1 -> 0.606132
5,136,0 -> 0.393868
5,137,1 -> 0.606132
5,137,0 -> 0.393868
5,138,0 -> 0.606132
5,138,1 -> 0.393868
5,139,0 -> 0.606132
5,139,1 -> 0.393868
5,140,0 -> 0.606132
5,140,1 -> 0.393868
5,141,0 -> 0.606132
5,141,1 -> 0.393868
5,142,0 -> 0.606132
5,142,1 -> 0.393868
5,143,0 -> 0.606132
5,143,1 -> 0.393868
6,0,0 -> 0.606132
6,0,1 -> 0.393868
6,1,0 -> 0.606132
6,1,1 -> 0.393868
6,2,1 -> 0.606132
6,2,0 -> 0.393868
6,3,0 -> 0.606132
6,3,1 -> 0.393868
6,4,0 -> 0.606132
6,4,1 -> 0.393868
6,5,0 -> 0.606132
6,5,1 -> 0.393868
6,6,1 -> 0.606132
6,6,0 -> 0.393868
6,7,0 -> 0.606132
6,7,1 -> 0.393868
6,8,0 -> 0.606132
6,8,1 -> 0.393868
6,9,0 -> 0.606132
6,9,1 -> 0.393868
6,10,1 -> 0.606132
6,10,0 -> 0.393868
6,11,1 -> 0.606132
6,11,0 -> 0.393868
6,12,1 -> 0.606132
6,12,0 -> 0.393868
6,13,0 -> 0.606132
6,13,1 -> 0.393868
6,14,0 -> 0.606132
6,14,1 -> 0.393868
6,15,0 -> 0.606132
6,15,1 -> 0.393868
6,16,0 -> 0.687607
6,16,1 -> 0.312393
6,17,0 -> 0.687607
6,17,1 -> 0.312393
6,18,1 -> 0.687607
6,18,0 -> 0.312393
6,19,0 -> 0.687607
6,19,1 -> 0.312393
6,20,0 -> 0.687607
6,20,1 -> 0.312393
6,21,0 -> 0.687607
6,21,1 -> 0.312393
6,22,1 -> 0.687607
6,22,0 -> 0.312393
6,23,0 -> 0.687607
6,23,1 -> 0.312393
6,24,0 -> 0.687607
6,24,1 -> 0.312393
6,25,0 -> 0.687607
6,25,1 -> 0.312393
6,26,1 -> 0.687607
6,26,0 -> 0.312393
6,27,1 -> 0.687607
6,27,0 -> 0.312393
6,28,1 -> 0.687607
6,28,0 -> 0.312393
6,29,0 -> 0.687607
6,29,1 -> 0.312393
6,30,0 -> 0.687607
6,30,1 -> 0.312393
6,31,0 -> 0.687607
6,31,1 -> 0.312393
6,32,0 -> 0.75
6,32,1 -> 0.25
6,33,0 -> 0.75
6,33,1 -> 0.25
6,34,1 -> 0.75
6,34,0 -> 0.25
6,35,0 -> 0.75
6,35,1 -> 0.25
6,36,0 -> 0.75
6,36,1 -> 0.25
6,37,0 -> 0.75
6,37,1 -> 0.25
6,38,1 -> 0.75
6,38,0 -> 0.25
6,39,0 -> 0.75
6,39,1 -> 0.25
6,40,0 -> 0.75
6,40,1 -> 0.25
6,41,0 -> 0.75
6,41,1 -> 0.25
6,42,1 -> 0.75
6,42,0 -> 0.25
6,43,1 -> 0.75
6,43,0 -> 0.25
6,44,1 -> 0.75
6,44,0 -> 0.25
6,45,0 -> 0.75
6,45,1 -> 0.25
6,46,0 -> 0.75
6,46,1 -> 0.25
6,47,0 -> 0.75
6,47,1 -> 0.25
6,48,0 -> 0.625
6,48,1 -> 0.375
6,49,0 -> 0.625
6,49,1 -> 0.375
6,50,1 -> 0.625
6,50,0 -> 0.375
6,51,0 -> 0.625
6,51,1 -> 0.375
6,52,0 -> 0.625
6,52,1 -> 0.375
6,53,0 -> 0.625
6,53,1 -> 0.375
6,54,1 -> 0.625
6,54,0 -> 0.375
6,55,0 -> 0.625
6,55,1 -> 0.375
6,56,0 -> 0.625
6,56,1 -> 0.375
6,57,0 -> 0.625
6,57,1 -> 0.375
6,58,1 -> 0.625
6,58,0 -> 0.375
6,59,1 -> 0.625
6,59,0 -> 0.375
6,60,1 -> 0.625
6,60,0 -> 0.375
6,61,0 -> 0.625
6,61,1 -> 0.375
6,62,0 -> 0.625
6,62,1 -> 0.375
6,63,0 -> 0.625
6,63,1 -> 0.375
6,64,0 -> 0.75
6,64,1 -> 0.25
6,65,0 -> 0.75
6,65,1 -> 0.25
6,66,1 -> 0.75
6,66,0 -> 0.25
6,67,0 -> 0.75
6,67,1 -> 0.25
6,68,0 -> 0.75
6,68,1 -> 0.25
6,69,0 -> 0.75
6,69,1 -> 0.25
6,70,1 -> 0.75
6,70,0 -> 0.25
6,71,0 -> 0.75
6,71,1 -> 0.25
6,72,0 -> 0.75
6,72,1 -> 0.25
6,73,0 -> 0.75
6,73,1 -> 0.25
6,74,1 -> 0.75
6,74,0 -> 0.25
6,75,1 -> 0.75
6,75,0 -> 0.25
6,76,1 -> 0.75
6,76,0 -> 0.25
6,77,0 -> 0.75
6,77,1 -> 0.25
6,78,0 -> 0.75
6,78,1 -> 0.25
6,79,0 -> 0.75
6,79,1 -> 0.25
6,80,0 -> 1.0
6,80,1 -> 0.0
6,81,0 -> 1.0
6,81,1 -> 0.0
6,82,1 -> 1.0
6,82,0 -> 0.0
6,83,0 -> 1.0
6,83,1 -> 0.0
6,84,0 -> 1.0
6,84,1 -> 0.0
6,85,0 -> 1.0
6,85,1 -> 0.0
6,86,1 -> 1.0
6,86,0 -> 0.0
6,87,0 -> 1.0
6,87,1 -> 0.0
6,88,0 -> 1.0
6,88,1 -> 0.0
6,89,0 -> 1.0
6,89,1 -> 0.0
6,90,1 -> 1.0
6,90,0 -> 0.0
6,91,1 -> 1.0
6,91,0 -> 0.0
6,92,1 -> 1.0
6,92,0 -> 0.0
6,93,0 -> 1.0
6,93,1 -> 0.0
6,94,0 -> 1.0
6,94,1 -> 0.0
6,95,0 -> 1.0
6,95,1 -> 0.0
6,96,0 -> 0.606132
6,96,1 -> 0.393868
6,97,0 -> 0.606132
6,97,1 -> 0.393868
6,98,1 -> 0.606132
6,98,0 -> 0.393868
6,99,0 -> 0.606132
6,99,1 -> 0.393868
6,100,0 -> 0.606132
6,100,1 -> 0.393868
6,101,0 -> 0.606132
6,101,1 -> 0.393868
6,102,1 -> 0.606132
6,102,0 -> 0.393868
6,103,0 -> 0.606132
6,103,1 -> 0.393868
6,104,0 -> 0.606132
6,104,1 -> 0.393868
6,105,0 -> 0.606132
6,105,1 -> 0.393868
6,106,1 -> 0.606132
6,106,0 -> 0.393868
6,107,1 -> 0.606132
6,107,0 -> 0.393868
6,108,1 -> 0.606132
6,108,0 -> 0.393868
6,109,0 -> 0.606132
6,109,1 -> 0.393868
6,110,0 -> 0.606132
6,110,1 -> 0.393868
6,111,0 -> 0.606132
6,111,1 -> 0.393868
6,112,0 -> 0.687607
6,112,1 -> 0.312393
6,113,0 -> 0.687607
6,113,1 -> 0.312393
6,114,1 -> 0.687607
6,114,0 -> 0.312393
6,115,0 -> 0.687607
6,115,1 -> 0.312393
6,116,0 -> 0.687607
6,116,1 -> 0.312393
6,117,0 -> 0.687607
6,117,1 -> 0.312393
6,118,1 -> 0.687607
6,118,0 -> 0.312393
6,119,0 -> 0.687607
6,119,1 -> 0.312393
6,120,0 -> 0.687607
6,120,1 -> 0.312393
6,121,0 -> 0.687607
6,121,1 -> 0.312393
6,122,1 -> 0.687607
6,122,0 -> 0.312393
6,123,1 -> 0.687607
6,123,0 -> 0.312393
6,124,1 -> 0.687607
6,124,0 -> 0.312393
6,125,0 -> 0.687607
6,125,1 -> 0.312393
6,126,0 -> 0.687607
6,126,1 -> 0.312393
6,127,0 -> 0.687607
6,127,1 -> 0.312393
6,128,0 -> 0.75
6,128,1 -> 0.25
6,129,0 -> 0.75
6,129,1 -> 0.25
6,130,1 -> 0.75
6,130,0 -> 0.25
6,131,0 -> 0.75
6,131,1 -> 0.25
6,132,0 -> 0.75
6,132,1 -> 0.25
6,133,0 -> 0.75
6,133,1 -> 0.25
6,134,1 -> 0.75
6,134,0 -> 0.25
6,135,0 -> 0.75
6,135,1 -> 0.25
6,136,0 -> 0.75
6,136,1 -> 0.25
6,137,0 -> 0.75
6,137,1 -> 0.25
6,138,1 -> 0.75
6,138,0 -> 0.25
6,139,1 -> 0.75
6,139,0 -> 0.25
6,140,1 -> 0.75
6,140,0 -> 0.25
6,141,0 -> 0.75
6,141,1 -> 0.25
6,142,0 -> 0.75
6,142,1 -> 0.25
6,143,0 -> 0.75
6,143,1 -> 0.25
7,0,0 -> 0.625
7,0,1 -> 0.375
7,1,0 -> 0.625
7,1,1 -> 0.375
7,2,0 -> 0.625
7,2,1 -> 0.375
7,3,1 -> 0.625
7,3,0 -> 0.375
7,4,0 -> 0.625
7,4,1 -> 0.375
7,5,0 -> 0.625
7,5,1 -> 0.375
7,6,0 -> 0.625
7,6,1 -> 0.375
7,7,1 -> 0.625
7,7,0 -> 0.375
7,8,0 -> 0.625
7,8,1 -> 0.375
7,9,0 -> 0.625
7,9,1 -> 0.375
7,10,1 -> 0.625
7,10,0 -> 0.375
7,11,0 -> 0.625
7,11,1 -> 0.375
7,12,0 -> 0.625
7,12,1 -> 0.375
7,13,1 -> 0.625
7,13,0 -> 0.375
7,14,1 -> 0.625
7,14,0 -> 0.375
7,15,0 -> 0.625
7,15,1 -> 0.375
7,16,0 -> 0.606132
7,16,1 -> 0.393868
7,17,0 -> 0.606132
7,17,1 -> 0.393868
7,18,0 -> 0.606132
7,18,1 -> 0.393868
7,19,1 -> 0.606132
7,19,0 -> 0.393868
7,20,0 -> 0.606132
7,20,1 -> 0.393868
7,21,0 -> 0.606132
7,21,1 -> 0.393868
7,22,0 -> 0.606132
7,22,1 -> 0.393868
7,23,1 -> 0.606132
7,23,0 -> 0.393868
7,24,0 -> 0.606132
7,24,1 -> 0.393868
7,25,0 -> 0.606132
7,25,1 -> 0.393868
7,26,1 -> 0.606132
7,26,0 -> 0.393868
7,27,0 -> 0.606132
7,27,1 -> 0.393868
7,28,0 -> 0.606132
7,28,1 -> 0.393868
7,29,1 -> 0.606132
7,29,0 -> 0.393868
7,30,1 -> 0.606132
7,30,0 -> 0.393868
7,31,0 -> 0.606132
7,31,1 -> 0.393868
7,32,0 -> 0.570393
7,32,1 -> 0.429607
7,33,0 -> 0.570393
7,33,1 -> 0.429607
7,34,0 -> 0.570393
7,34,1 -> 0.429607
7,35,1 -> 0.570393
7,35,0 -> 0.429607
7,36,0 -> 0.570393
7,36,1 -> 0.429607
7,37,0 -> 0.570393
7,37,1 -> 0.429607
7,38,0 -> 0.570393
7,38,1 -> 0.429607
7,39,1 -> 0.570393
7,39,0 -> 0.429607
7,40,0 -> 0.570393
7,40,1 -> 0.429607
7,41,0 -> 0.570393
7,41,1 -> 0.429607
7,42,1 -> 0.570393
7,42,0 -> 0.429607
7,43,0 -> 0.570393
7,43,1 -> 0.429607
7,44,0 -> 0.570393
7,44,1 -> 0.429607
7,45,1 -> 0.570393
7,45,0 -> 0.429607
7,46,1 -> 0.570393
7,46,0 -> 0.429607
7,47,0 -> 0.570393
7,47,1 -> 0.429607
7,48,0 -> 0.75
7,48,1 -> 0.25
7,49,0 -> 0.75
7,49,1 -> 0.25
7,50,0 -> 0.75
7,50,1 -> 0.25
7,51,1 -> 0.75
7,51,0 -> 0.25
7,52,0 -> 0.75
7,52,1 -> 0.25
7,53,0 -> 0.75
7,53,1 -> 0.25
7,54,0 -> 0.75
7,54,1 -> 0.25
7,55,1 -> 0.75
7,55,0 -> 0.25
7,56,0 -> 0.75
7,56,1 -> 0.25
7,57,0 -> 0.75
7,57,1 -> 0.25
7,58,1 -> 0.75
7,58,0 -> 0.25
7,59,0 -> 0.75
7,59,1 -> 0.25
7,60,0 -> 0.75
7,60,1 -> 0.25
7,61,1 -> 0.75
7,61,0 -> 0.25
7,62,1 -> 0.75
7,62,0 -> 0.25
7,63,0 -> 0.75
7,63,1 -> 0.25
7,64,0 -> 0.687607
7,64,1 -> 0.312393
7,65,0 -> 0.687607
7,65,1 -> 0.312393
7,66,0 -> 0.687607
7,66,1 -> 0.312393
7,67,1 -> 0.687607
7,67,0 -> 0.312393
7,68,0 -> 0.687607
7,68,1 -> 0.312393
7,69,0 -> 0.687607
7,69,1 -> 0.312393
7,70,0 -> 0.687607
7,70,1 -> 0.312393
7,71,1 -> 0.687607
7,71,0 -> 0.312393
7,72,0 -> 0.687607
7,72,1 -> 0.312393
7,73,0 -> 0.687607
7,73,1 -> 0.312393
7,74,1 -> 0.687607
7,74,0 -> 0.312393
7,75,0 -> 0.687607
7,75,1 -> 0.312393
7,76,0 -> 0.687607
7,76,1 -> 0.312393
7,77,1 -> 0.687607
7,77,0 -> 0.312393
7,78,1 -> 0.687607
7,78,0 -> 0.312393
7,79,0 -> 0.687607
7,79,1 -> 0.312393
7,80,0 -> 0.606132
7,80,1 -> 0.393868
7,81,0 -> 0.606132
7,81,1 -> 0.393868
7,82,0 -> 0.606132
7,82,1 -> 0.393868
7,83,1 -> 0.606132
7,83,0 -> 0.393868
7,84,0 -> 0.606132
7,84,1 -> 0.393868
7,85,0 -> 0.606132
7,85,1 -> 0.393868
7,86,0 -> 0.606132
7,86,1 -> 0.393868
7,87,1 -> 0.606132
7,87,0 -> 0.393868
7,88,0 -> 0.606132
7,88,1 -> 0.393868
7,89,0 -> 0.606132
7,89,1 -> 0.393868
7,90,1 -> 0.606132
7,90,0 -> 0.393868
7,91,0 -> 0.606132
7,91,1 -> 0.393868
7,92,0 -> 0.606132
7,92,1 -> 0.393868
7,93,1 -> 0.606132
7,93,0 -> 0.393868
7,94,1 -> 0.606132
7,94,0 -> 0.393868
7,95,0 -> 0.606132
7,95,1 -> 0.393868
7,96,0 -> 1.0
7,96,1 -> 0.0
7,97,0 -> 1.0
7,97,1 -> 0.0
7,98,0 -> 1.0
7,98,1 -> 0.0
7,99,1 -> 1.0
7,99,0 -> 0.0
7,100,0 -> 1.0
7,100,1 -> 0.0
7,101,0 -> 1.0
7,101,1 -> 0.0
7,102,0 -> 1.0
7,102,1 -> 0.0
7,103,1 -> 1.0
7,103,0 -> 0.0
7,104,0 -> 1.0
7,104,1 -> 0.0
7,105,0 -> 1.0
7,105,1 -> 0.0
7,106,1 -> 1.0
7,106,0 -> 0.0
7,107,0 -> 1.0
7,107,1 -> 0.0
7,108,0 -> 1.0
7,108,1 -> 0.0
7,109,1 -> 1.0
7,109,0 -> 0.0
7,110,1 -> 1.0
7,110,0 -> 0.0
7,111,0 -> 1.0
7,111,1 -> 0.0
7,112,0 -> 0.75
7,112,1 -> 0.25
7,113,0 -> 0.75
7,113,1 -> 0.25
7,114,0 -> 0.75
7,114,1 -> 0.25
7,115,1 -> 0.75
7,115,0 -> 0.25
7,116,0 -> 0.75
7,116,1 -> 0.25
7,117,0 -> 0.75
7,117,1 -> 0.25
7,118,0 -> 0.75
7,118,1 -> 0.25
7,119,1 -> 0.75
7,119,0 -> 0.25
7,120,0 -> 0.75
7,120,1 -> 0.25
7,121,0 -> 0.75
7,121,1 -> 0.25
7,122,1 -> 0.75
7,122,0 -> 0.25
7,123,0 -> 0.75
7,123,1 -> 0.25
7,124,0 -> 0.75
7,124,1 -> 0.25
7,125,1 -> 0.75
7,125,0 -> 0.25
7,126,1 -> 0.75
7,126,0 -> 0.25
7,127,0 -> 0.75
7,127,1 -> 0.25
7,128,0 -> 0.625
7,128,1 -> 0.375
7,129,0 -> 0.625
7,129,1 -> 0.375
7,130,0 -> 0.625
7,130,1 -> 0.375
7,131,1 -> 0.625
7,131,0 -> 0.375
7,132,0 -> 0.625
7,132,1 -> 0.375
7,133,0 -> 0.625
7,133,1 -> 0.375
7,134,0 -> 0.625
7,134,1 -> 0.375
7,135,1 -> 0.625
7,135,0 -> 0.375
7,136,0 -> 0.625
7,136,1 -> 0.375
7,137,0 -> 0.625
7,137,1 -> 0.375
7,138,1 -> 0.625
7,138,0 -> 0.375
7,139,0 -> 0.625
7,139,1 -> 0.375
7,140,0 -> 0.625
7,140,1 -> 0.375
7,141,1 -> 0.625
7,141,0 -> 0.375
7,142,1 -> 0.625
7,142,0 -> 0.375
7,143,0 -> 0.625
7,143,1 -> 0.375
8,0,0 -> 0.625
8,0,1 -> 0.375
8,1,0 -> 0.625
8,1,1 -> 0.375
8,2,0 -> 0.625
8,2,1 -> 0.375
8,3,0 -> 0.625
8,3,1 -> 0.375
8,4,1 -> 0.625
8,4,0 -> 0.375
8,5,0 -> 0.625
8,5,1 -> 0.375
8,6,0 -> 0.625
8,6,1 -> 0.375
8,7,0 -> 0.625
8,7,1 -> 0.375
8,8,1 -> 0.625
8,8,0 -> 0.375
8,9,0 -> 0.625
8,9,1 -> 0.375
8,10,0 -> 0.625
8,10,1 -> 0.375
8,11,1 -> 0.625
8,11,0 -> 0.375
8,12,0 -> 0.625
8,12,1 -> 0.375
8,13,1 -> 0.625
8,13,0 -> 0.375
8,14,0 -> 0.625
8,14,1 -> 0.375
8,15,1 -> 0.625
8,15,0 -> 0.375
8,16,0 -> 0.75
8,16,1 -> 0.25
8,17,0 -> 0.75
8,17,1 -> 0.25
8,18,0 -> 0.75
8,18,1 -> 0.25
8,19,0 -> 0.75
8,19,1 -> 0.25
8,20,1 -> 0.75
8,20,0 -> 0.25
8,21,0 -> 0.75
8,21,1 -> 0.25
8,22,0 -> 0.75
8,22,1 -> 0.25
8,23,0 -> 0.75
8,23,1 -> 0.25
8,24,1 -> 0.75
8,24,0 -> 0.25
8,25,0 -> 0.75
8,25,1 -> 0.25
8,26,0 -> 0.75
8,26,1 -> 0.25
8,27,1 -> 0.75
8,27,0 -> 0.25
8,28,0 -> 0.75
8,28,1 -> 0.25
8,29,1 -> 0.75
8,29,0 -> 0.25
8,30,0 -> 0.75
8,30,1 -> 0.25
8,31,1 -> 0.75
8,31,0 -> 0.25
8,32,0 -> 1.0
8,32,1 -> 0.0
8,33,0 -> 1.0
8,33,1 -> 0.0
8,34,0 -> 1.0
8,34,1 -> 0.0
8,35,0 -> 1.0
8,35,1 -> 0.0
8,36,1 -> 1.0
8,36,0 -> 0.0
8,37,0 -> 1.0
8,37,1 -> 0.0
8,38,0 -> 1.0
8,38,1 -> 0.0
8,39,0 -> 1.0
8,39,1 -> 0.0
8,40,1 -> 1.0
8,40,0 -> 0.0
8,41,0 -> 1.0
8,41,1 -> 0.0
8,42,0 -> 1.0
8,42,1 -> 0.0
8,43,1 -> 1.0
8,43,0 -> 0.0
8,44,0 -> 1.0
8,44,1 -> 0.0
8,45,1 -> 1.0
8,45,0 -> 0.0
8,46,0 -> 1.0
8,46,1 -> 0.0
8,47,1 -> 1.0
8,47,0 -> 0.0
8,48,0 -> 0.606132
8,48,1 -> 0.393868
8,49,0 -> 0.606132
8,49,1 -> 0.393868
8,50,0 -> 0.606132
8,50,1 -> 0.393868
8,51,0 -> 0.606132
8,51,1 -> 0.393868
8,52,1 -> 0.606132
8,52,0 -> 0.393868
8,53,0 -> 0.606132
8,53,1 -> 0.393868
8,54,0 -> 0.606132
8,54,1 -> 0.393868
8,55,0 -> 0.606132
8,55,1 -> 0.393868
8,56,1 -> 0.606132
8,56,0 -> 0.393868
8,57,0 -> 0.606132
8,57,1 -> 0.393868
8,58,0 -> 0.606132
8,58,1 -> 0.393868
8,59,1 -> 0.606132
8,59,0 -> 0.393868
8,60,0 -> 0.606132
8,60,1 -> 0.393868
8,61,1 -> 0.606132
